# /target_pose/position/x, /target_pose/position/y
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.0039282045593450236678, -0.0012294510397687918868
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.0050472849771947547737, -0.0019810513252339991865
0, 0
0.0081392661640928842814, -0.0028610290931782764688
0, 0
0, 0
0, 0
0, 0
0, 0
0.0050472849771947547737, -0.0019810513252339991865
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.012656000378794551864, -0.0046635549163757490307
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.0044225910674054640451, -0.0020780158265600867651
0.0084127928187069187654, -0.0033319226908813024367
0, 0
0.0050472849771947547737, -0.0019810513252339991865
0, 0
-0.0042995328106193815218, 0.0020345131433616714389
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.0011337017771759587675, 0.0010779772171317276736
0.029823405750083020749, -0.0046636851482926662202
0.057418984627744452942, 0.012283350577145543334
0.1071255706732581886, 0.0079589095009633768069
0.13681361096908958852, 0.012109018271708146472
0.19424730048685648343, 0.026716141978135359708
0.22280343052317097552, 0.021966481727810755614
0.27323958850087098904, 0.031146394208275324927
0.300439004117685593, 0.0051622249392144397076
0.33424937399482823608, 0.0024475158576766999942
0.36712899432478413031, 0.029427811169278506043
0.40423690578037785315, 0.026109706288410621661
0.43137111745350503744, 0.029898063920974642799
0.47613112326775985927, 0.029228254204335651217
0.51027403329042886337, 0.022460065940737756335
0.56760135644608866734, 0.018016463419929684697
